id,name,district_id,province_id
22522,Lê Hồng Phong,186,44
22523,Hàm Nghi,186,44
22524,Chu Mạnh Trinh,186,44
22525,Lê Lợi,186,44
22526,Nguyễn Du,186,44
22527,Đặng Dung,186,44
22529,Ngô Quyền,186,44
22530,Huyền Trân Công Chúa,186,44
22531,Hải Triều,186,44
22532,Đinh Tiên Hoàng,186,44
22533,Đặng Tất,186,44
22534,Hùng Vương,186,44
22535,Lý Thường Kiệt,186,44
22536,Lê Quý Đôn,186,44
22537,Đào Duy Từ,186,44
22538,Hai Bà Trưng,186,44
22539,Lê Thế Hiếu,186,44
22540,Lê Văn Hưu,186,44
22541,Nguyễn Bỉnh Khiêm,186,44
22542,Nguyễn Huệ,186,44
22543,Nguyễn Thị Lý,186,44
22544,Phan Bội Châu,186,44
22545,Nguyễn Trãi,186,44
22546,Phan Chu Trinh,186,44
22547,Phan Đình Phùng,186,44
22548,Phố 4,186,44
22549,Quốc lộ 1A,186,44
22550,Tôn Thất Thuyết,186,44
22551,Trần Phú,186,44
22552,Trần Hữu Dực,186,44
22553,SVĐ Đông Hà,186,44
22555,Lê Duẩn,186,44
22556,Quốc lộ 9,186,44
22557,UBND Tỉnh Quảng Trị,186,44
22558,Ga Đông Hà,186,44
22559,Bến xe khách Đông Hà,186,44
22560,Trần Hưng Đạo,186,44
22561,Công viên Hùng Vương,186,44
22562,Bệnh viện Đa khoa Tỉnh Quảng Trị,186,44
22563,Chợ Đông Hà,186,44
22564,Thư viện tỉnh Quảng Trị,186,44
22565,Công viên Lê Duẩn,186,44
22566,Thành Cổ Quảng Trị,475,44
22567,Trần Hưng Đạo,475,44
22568,Lê Duẩn,475,44
22569,Bệnh viện Đa khoa huyện Cam Lộ,80,44
22570,2 Tháng 4,80,44
22571,Bảo tàng tỉnh Quảng Trị,186,44
22572,Hùng Vương,242,44
22573,Trần Hưng Đạo,672,44
22574,Lê Duẩn,672,44
22575,Lê Phụng Hiểu,39,26
22576,Kinh Bắc 1,39,26
22577,Hoàng Hoa Thám,39,26
22578,Đại Phúc,39,26
22579,Đấu Mã,39,26
22581,Lý Cao Tông,39,26
22582,Lê Hồng Phong,39,26
22583,Đỗ Trọng Vỹ,39,26
22584,Hồ Ngọc Lân,39,26
22585,Hàn Thuyên,39,26
22586,Ấp Đồn,39,26
22587,Kinh Bắc 5,39,26
22588,Kinh Bắc 2,39,26
22589,Lý Đạo Hành,39,26
22590,Lê Văn Thịnh,39,26
22591,Lý Thái Tổ,39,26
22592,Lý Thường Kiệt,39,26
22593,Ngô Gia Tự,39,26
22594,Bắc Ninh,39,26
22595,Ngô Miễn Thiệu,39,26
22596,Nguyễn Đăng Đạo,39,26
22597,Ngọc Hân Công Chúa,39,26
22598,Nguyễn Đăng,39,26
22599,Nguyễn Gia Thiều,39,26
22600,Nguyễn Trãi,39,26
22601,Nguyễn Cao,39,26
22602,Nguyễn Văn Cừ,39,26
22603,Hai Bà Trưng,39,26
22604,Nhà Chung,39,26
22605,Hoàng Quốc Việt,39,26
22606,Lý Đạo Thành,39,26
22607,Ninh Xá,39,26
22608,Cao Lỗ Vương,39,26
22609,Phố Vũ,39,26
22610,Kinh Bắc 27,39,26
22611,Nguyễn Du,39,26
22612,Thiên Đức,39,26
22613,Trần Hưng Đạo,39,26
22614,Trần Lựu,39,26
22616,Thành Bắc,39,26
22617,Phúc Sơn,39,26
22618,Tỉnh lộ 291,39,26
22619,Rạp Hát,39,26
22620,Khu ẩm thực Nguyễn Cao,39,26
22621,Trần Phú,39,26
22622,Vũ Kiệt,39,26
22623,Vòng xoay Nguyễn Trãi - Lý Thái Tổ,39,26
22624,Sân vận động Suối Hoa,39,26
22625,Vòng xoay ngã 6,39,26
22626,Trường Cao đẳng nghề Cơ điện và xây dựng BN,39,26
22627,Chợ Đại Phúc,39,26
22628,Vũ Giới,39,26
22629,Cầu Xuân Ổ,39,26
22630,Hồ Đồng Trầm,39,26
22631,Chợ Nhớn Bắc Ninh,39,26
22632,Công viên Nguyên Phi Ỷ Lan - Tượng đài Lý Thái Tổ,39,26
22633,Thành cổ Bắc Ninh,39,26
22635,Huyền Quang,39,26
22637,Vương Văn Trà,39,26
22638,Phù Lưu,645,26
22639,Nguyễn Văn Trỗi,645,26
22640,Nguyễn Văn Cừ,645,26
22641,Lê Quang Đạo,645,26
22642,Lý Thái Tổ,645,26
22643,Lê Phụng Hiểu,645,26
22645,Công viên,39,26
22646,Quốc Lộ 1A,645,26
22647,Trần Phú,645,26
22648,Đình Bảng,645,26
22649,Lý Vạn Hạnh,645,26
22650,Ga Bắc Ninh‎,39,26
22651,Bến Xe,352,26
22652,Minh Khai,645,26
22653,Cầu Ngà,493,26
22655,Công Hà,603,26
22656,Phố Mới,603,26
22657,Bắc Ninh,603,26
22658,Xã Phương Liễu,493,26
22659,Xã Phương Mao,493,26
22660,Lãm Làng,493,26
22661,Chợ Bịu,607,26
22662,Chợ Núi Móng,607,26
22663,Chợ Húc Mới,607,26
22664,Mộc Giao,493,26
22665,Thị trấn Lim,607,26
22666,Tỉnh lộ 270,607,26
22667,Thôn Trác Bút,703,26
22668,Quốc Lộ 18,607,26
22670,Nguyễn Trãi,642,53
22671,Trường Chinh,642,53
22672,Trần Nhân Tông,642,53
22673,Tổ 30 Phường Minh Xuân,642,53
22674,Quốc Lộ 37,642,53
22675,Lê Duẩn,642,53
22676,17 Tháng 8,642,53
22677,Quốc Lộ 2,642,53
22678,Chiến Tháng Sông Lô,642,53
22679,Xuân Hòa,642,53
22680,Vòng Xoay Bình Thuận,642,53
22681,Vũ Mùi,642,53
22682,Cầu Nông Tiến,642,53
22683,Phạm Văn Đồng,642,53
22684,Nguyễn Văn Linh,642,53
22685,Đinh Tiên Hoàng,642,53
22686,Hồ Phan Thiết,642,53
22687,Trung Tâm Hội Nghị Tỉnh Tuyên Quang,642,53
22688,UBND TP Tuyên Quang,642,53
22689,Lý Nam Đế,642,53
22690,Lý Thánh Tông,642,53
22691,Bình Thuận,642,53
22692,Bến Xe Khách,642,53
22693,Hồ Đài Tưởng Niệm,642,53
22694,Quang Trung,642,53
22695,Di Tích Thành Phố Cổ Tuyên Quang,642,53
22696,Sân Vận Động Hồng Thái,642,53
22697,Cầu Tân Hà,642,53
22698,Quốc lộ 279,385,53
22699,Trần Hưng Đạo,642,53
22700,Xã Tắc,642,53
22701,Nguyễn Văn Cừ,642,53
22702,Quốc Lộ 37,517,53
22703,Hồ Chí Minh,66,12
22704,Phong Nha,66,12
22705,Chợ Tréo,335,12
22706,Hùng Vương,335,12
22707,Chợ Mai,335,12
22708,Quốc Lộ 1A,473,12
22709,Quốc Lộ 12A,641,12
22711,Lê Văn Hưu,192,12
22712,Đông Hải,192,12
22713,Lê Quý Đôn,192,12
22714,Lê Thành Đồng,192,12
22715,Dương Văn An,192,12
22716,Bãi Tắm Quang Phú,192,12
22718,Hai Bà Trưng,192,12
22719,Hoàng Kế Viêm,192,12
22720,Hoàng Diệu,192,12
22721,Lê Lợi,192,12
22722,Lý Thái Tổ,192,12
22723,Mẹ Suốt,192,12
22724,Nguyễn Trãi,192,12
22725,Nguyễn Phạm Tuân,192,12
22726,Hương Giang,192,12
22727,Nguyễn Hữu Cảnh,192,12
22728,Hùng Vương,192,12
22729,Nguyễn Văn Linh,192,12
22730,Phong Nha,192,12
22732,Nguyễn Trường Tộ,192,12
22733,Ký Thường Kiệt,192,12
22734,Phan Đình Phùng,192,12
22735,Hữu Nghị,192,12
22736,Thanh Niên,192,12
22737,Cô Tám,192,12
22738,Quang Trung,192,12
22739,Nguyễn Du,192,12
22740,Quách Xuân Kỳ,192,12
22741,Thống Nhất,192,12
22742,Tôn Đức Thắng,192,12
22743,Ngô Quyền,192,12
22744,Trần Hưng Đạo,192,12
22745,Tiểu Khu 4,192,12
22746,Trần Quang Khải,192,12
22747,Phan Bội Châu,192,12
22748,Trần Nhân Tông,192,12
22749,Xuân Diệu,192,12
22750,Cầu Nhật Lệ,192,12
22751,Thành cổ Đồng Hới,192,12
22752,Bãi biển Nhật Lệ,192,12
22753,ĐH Quảng Bình,192,12
22754,Bà Triệu,192,12
22755,Bệnh viên Cu Ba - Đồng Hới,192,12
22756,Lý Thường Kiệt,192,12
22757,Trường Pháp,192,12
22758,Ga Đồng Hới,192,12
22759,Sân bay Đồng Hới,192,12
22760,Bến xe Nam Lý,192,12
22761,Chợ Đồng Hới,192,12
22762,Bình Phú,49,14
22763,Bình Khởi,49,14
22764,30 Tháng 4,49,14
22765,Bệnh viên Đa khoa TP Đồng Hới,192,12
22766,Bến Hùng Vương,49,14
22767,Xuân Bồ,192,12
22768,Đoàn Hoàng Minh,49,14
22769,Đồng Văn Cống,49,14
22770,03-Thg2,49,14
22771,Tránh Quốc Lộ 60,49,14
22772,Bến xe Quảng Bình,192,12
22773,Tượng đài Mẹ Suốt,192,12
22774,số 3,49,14
22775,Cách Mạng Tháng 8,49,14
22776,Lê Lợi,49,14
22777,Cầu Mới,49,14
22778,Lê Đại Hành,49,14
22779,Lộ Thầy Cai,49,14
22780,Khu Phố 5,49,14
22781,Lê Quý Đôn,49,14
22782,Mỹ Thạnh A,49,14
22785,Ngô Quyền,49,14
22788,Nguyễn Văn Tư,49,14
22789,Phan Đình Phùng,49,14
22790,Phạm Ngọc Thảo,49,14
22793,Phố 4,49,14
22794,Lý Thường Kiệt,49,14
22795,Phường 1,49,14
22798,Hai Bà Trưng,49,14
22799,An Thuận B,49,14
22800,Phường 7,49,14
22801,ĐT885,49,14
22802,Phú Lợi,49,14
22803,Nguyễn Trung Trực,49,14
22804,Quốc lộ 60,49,14
22806,Tán Kế,49,14
22807,Phan Ngọc Tòng,49,14
22808,Công Viên Đồng Khởi,49,14
22809,Bệnh Viện Đa Khoa Nguyễn Đình Chiểu,49,14
22812,Đồng Khởi,49,14
22813,Bưu Điện Bến Tre,49,14
22815,Hùng Vương,49,14
22816,Sơn Đông,49,14
22817,Nguyễn Huệ,49,14
22818,UBND Bến Tre,49,14
22819,Nguyễn Đình Chiểu,49,14
22820,Nguyễn Thị Định,49,14
22821,Bảo Tàng Bến Tre,49,14
22822,Phan Ngọc Tòng,18,14
22824,Quốc Lộ 60 - Cầu Rạch Miễu,49,14
22825,Trường Cao Đẳng Bến Tre,49,14
22826,Hồ Trúc Giang,49,14
22827,Đoàn Thị Nghiệp,108,14
22828,Vòng xoay Nguyễn Huệ - Nguyễn Thị Định,49,14
22829,Ấp Phước Thạnh,108,14
22830,Trần Quốc Tuấn,49,14
22831,TL 883,108,14
22832,Tỉnh lộ 884,49,14
22833,Tỉnh Lộ 883,108,14
22834,Quốc lộ 60,108,14
22835,Tỉnh Lộ 884,108,14
22836,Vĩnh Phú,18,14
22837,Quốc lộ 57,123,14
22838,Chợ Cái Mít,220,14
22840,Công Lý,365,14
22842,Chợ huyện chợ lách,123,14
22843,Quốc lộ 60,365,14
22845,Trần Bình Trọng,278,8
22846,Nguyễn Thiện Thuật,278,8
22847,Nguyễn Trãi,278,8
22848,Chu Mạnh Trinh,278,8
22849,Nguyễn Lương Bằng,278,8
22850,Đoàn Thị Điểm,278,8
22851,Hoàng Diệu,278,8
22852,Phạm Hồng Thái,278,8
22853,Hải Thượng Lãn Ông,278,8
22854,Điện Biên,278,8
22855,Trưng Trắc,278,8
22856,Nguyễn Văn Linh,278,8
22857,Tuệ Tĩnh,278,8
22858,Phạm Bạch Hổ,278,8
22859,Phạm Ngũ Lão,278,8
22860,An Vũ,278,8
22861,Công Viên Nam Hoà,278,8
22862,Đền Mẫu,278,8
22863,Tôn Thất Tùng,278,8
22864,Bến xe khách Hưng Yên‎,278,8
22865,Trường Cao Đẳng Sư Phạm Hưng Yên,278,8
22867,Công viên An Vũ,278,8
22868,Chùa Chuông,278,8
22869,Yên Lịch,291,8
22870,Chợ Gạo,278,8
22871,Bãi Sậy,278,8
22872,Quốc Lộ 39,300,8
22873,Nguyễn Thiện Thuật,300,8
22874,Thành cổ Hưng Yên,278,8
22875,Phố Nối,380,8
22876,Thịnh Văn,380,8
22877,Lê Lai,278,8
22878,Lê Văn Lương,278,8
22879,Trương Xá,300,8
22881,Phạm Ngũ Lão,610,8
22883,Tỉnh Lộ 195,654,8
22884,Chợ Đường Cái,656,8
22885,Lạc Hồng,656,8
22886,Quốc lộ 5A,656,8
22887,Thị trấn Như Quỳnh,656,8
22888,Quốc Lộ 5,656,8
22889,Quốc Lộ 39,702,8
22890,206,702,8
22891,Quốc lộ 5A,702,8
22892,Thị trấn Trai Trang,702,8
22893,Nghĩa Hiệp,702,8
22895,Phố Dầu,656,8
22896,Hải Thượng Lãn Ông,231,45
22897,Đặng Dung,231,45
22898,Hà Huy Tập,231,45
22899,26-Thg3,231,45
22900,Hà Tôn Mục,231,45
22901,Cầu Phủ,231,45
22902,Hàm Nghi,231,45
22903,Nguyễn Trung Thêm,231,45
22904,Đồng Quế,231,45
22905,Lê Duẩn,231,45
22906,Nguyễn Công Trứ,231,45
22907,Nguyễn Du,231,45
22908,Võ Liêm Sơn,231,45
22909,Nguyễn Biểu,231,45
22910,"Phan Đình Giót,",231,45
22911,Vũ Quang,231,45
22912,Lý Tự Trọng,231,45
22913,Xô Viết Nghệ Tĩnh,231,45
22914,Thành cổ Hà Tĩnh,231,45
22915,Đài truyền hình Hà Tĩnh,231,45
22916,Bệnh Viện Điều Dưỡng Phục Hồi Chức Năng,231,45
22917,Trường Đại học Hà Tĩnh,231,45
22918,Nguyễn Huy Tự,231,45
22919,Thư viện Hà Tĩnh,231,45
22921,Chợ Hà Tĩnh,231,45
22922,Xuân Diệu,231,45
22923,Chợ Vật liệu xây dựng,231,45
22924,Bến xe Hà Tĩnh‎,231,45
22925,Phan Đình Phùng,231,45
22926,Công viên Trần Phú,231,45
22927,Bệnh viện Đa khoa Hà Tĩnh,231,45
22928,Sân vận động Hà Tĩnh,231,45
22929,Tân Phú,231,45
22930,Nguyễn Ái Quốc,272,45
22931,Quang Trung,272,45
22932,Sân Bóng Hồng Lĩnh,272,45
22933,Ba Tháng Hai,272,45
22934,Trần Phú,272,45
22935,Quốc Lộ 1A,272,45
22936,Xóm Mới,231,45
22937,Quốc Lộ 1A,97,45
22938,Chợ Vườn Ươm,231,45
22939,Xã Cẩm Lộc,97,45
22941,Khối 12,82,45
22942,Khối 5,82,45
22943,Quốc Lộ 1,82,45
22944,Khối 7,279,45
22945,Khối 8,279,45
22946,Khối 18,205,45
22947,Khối 10,205,45
22948,Thôn 7,205,45
22949,Khối 1,403,45
22950,Cầu Bến Thủy 2,403,45
22951,Khối 13,562,45
22952,Khối 12,562,45
22953,Quốc Lộ 1A,403,45
22954,Tân Phú,562,45
22955,Đống Đa,466,4
22956,Đồng Tiến,466,4
22957,Cách Mạng,466,4
22958,Bùi Dự,466,4
22959,Cao Bá Quát,466,4
22960,Châu Văn Liêm,466,4
22961,Hai Bà Trưng,466,4
22963,Lê Đại Hành,466,4
22964,Hùng Vương,466,4
22965,Lê Lai,466,4
22966,Hồ Xuân Hương,466,4
22967,Cù Chính Lan,466,4
22968,Cao Thắng,466,4
22969,CMT8,466,4
22970,Đinh Tiên Hoàng,466,4
22972,Lê Lợi,466,4
22973,Lý Tự Trọng,466,4
22974,Lê Thị Hồng Gấm,466,4
22975,Lý Thái Tổ,466,4
22976,Lê Quý Đôn,466,4
22977,Đặng Thai Mai,466,4
22978,Nguyễn Công Trứ,466,4
22979,Nguyễn Đình Chiểu,466,4
22980,Lê Hồng Phong,466,4
22981,Ngô Quyền,466,4
22982,Ngô Gia Khảm,466,4
22983,Lý Nam Đế,466,4
22984,17 Tháng 3,466,4
22985,Nguyễn Đường,466,4
22986,Nguyễn Đức Cảnh,466,4
22987,Hoàng Văn Thụ,466,4
22988,Lê Thánh Tôn,466,4
22989,Nguyễn Trãi,466,4
22990,Mạc Đĩnh Chi,466,4
22991,Nguyễn Du,466,4
22992,Nguyễn Tri Phương,466,4
22993,Nguyễn Hữu Huân,466,4
22994,Nguyễn Văn Trỗi,466,4
22996,Phan Bội Châu,466,4
22997,Nguyễn Trường Tộ,466,4
22998,Nguyễn Viết Xuân,466,4
22999,Nguyễn Tất Thành,466,4
23000,Phan Đình Phùng,466,4
23001,Nguyễn An Ninh,466,4
23002,Nơ Trang Long,466,4
23003,Nguyễn Thái Học,466,4
23004,Quyết Tiến,466,4
23005,Phù Đổng,466,4
23006,Nguyễn Thái Bình,466,4
23007,Tăng Bạt Hổ,466,4
23008,Nguyễn Thiện Thuật,466,4
23009,Ngô Thì Nhậm,466,4
23010,Thống Nhất,466,4
23011,Sư Vạn Hạnh,466,4
23012,Tô Vĩnh Diện,466,4
23013,Phó Đức Chính,466,4
23014,Tôn Thất Tùng,466,4
23015,Trần Khánh Dư,466,4
23016,Trần Bình Trọng,466,4
23017,Trường Chinh,466,4
23018,Trường Sơn,466,4
23019,Vạn Kiếp,466,4
23020,Tuệ Tĩnh,466,4
23021,Trần Quốc Toản,466,4
23022,Xã An Phú,466,4
23023,Yên Đỗ,466,4
23024,Công viên Diên Hồng,466,4
23025,Trần Quang Khải,466,4
23026,Trần Nhật Duật,466,4
23027,Tòa án Nhân Dân Gia Lai,466,4
23028,Trần Bội Cơ,466,4
23029,Trần Qúy Cáp,466,4
23030,Trần Hưng Đạo,466,4
23031,Quang Trung,466,4
23032,Bến xe nội tỉnh,466,4
23033,Bến xe Đức Long Gia Lai,466,4
23034,Nay Đer,466,4
23035,Phạm Văn Đồng,466,4
23036,Wừu,466,4
23037,Ngã ba Phù Đổng,466,4
23038,Trần Phú,466,4
23039,Thi Hành Án Dân Sự Pleiku,466,4
23040,Bệnh viện Đa Khoa Gia Lai,466,4
23041,Chợ Trà Bá,466,4
23042,Trung tâm Thương Mại Pleiku,466,4
23043,Biển Hồ,466,4
23044,Đồng Xanh,466,4
23045,Sân vận động Pleiku,466,4
23046,Hùng Vương,285,4
23047,Trần Hưng Đạo,130,4
23048,Lê Hồng Phong,307,4
23049,Lê Duẩn,466,4
23050,Võ Thị Sáu,466,4
23051,Quang Trung,4,4
23052,Sân bay Pleiku,466,4
23053,Quốc Lộ 14,130,4
23054,Bảo Tàng Gia Lai,466,4
23055,Quốc Lộ 25,130,4
23056,Lạc Tràng,458,36
23057,Phủ Lý - Kiện Khê,458,36
23058,Quốc lộ 1A,458,36
23059,Lê Công Thanh,458,36
23060,Lý Thái Tổ,458,36
23061,Châu Cầu,458,36
23062,Lý Thường Kiệt,458,36
23063,Thôn 1,458,36
23064,Lê Lợi,458,36
23065,Biên Hòa,458,36
23066,Trần Phú,458,36
23067,Hồ Xuân Hương,458,36
23068,Quy Lưu,458,36
23069,Nguyễn Văn Trỗi,458,36
23070,Lê Chân,458,36
23071,Bệnh viện Đa Khoa Hà Nam,458,36
23072,Vân Sơn,458,36
23073,Nguyễn Viết Xuân,458,36
23074,Ga Phủ Lý‎,458,36
23075,Công viên Nam Cao,458,36
23076,Cao đẳng Sư phạm Hà Nam,458,36
23077,Công viên Nguyễn Khuyến - Hồ Chùa Bầu,458,36
23078,Ngã tư Lê Chân - Lý Thái Tổ,458,36
23079,Trường Trinh,458,36
23080,Lê Hoàn,458,36
23081,Ngõ 10,458,36
23082,Bến xe Phủ Lý,458,36
23083,Hồ Trạm Bơm,458,36
23084,Phạm Ngọc Thạch,458,36
23085,Hồ Trại Giam,458,36
23086,Số 17,458,36
23087,Trần Hưng Đạo,458,36
23088,Sân vận động Tp. Phủ Lý,458,36
23089,Quang Trung,298,36
23090,Quốc Lộ 21,298,36
23091,Hòa Hậu,353,36
23092,Phố Cà,576,36
23093,Cách Mạng Tháng 8,567,55
23095,Hùng Vương,567,55
23096,Hoàng Ngân,567,55
23097,Minh Cầu,567,55
23098,Bắc Kạn,567,55
23101,Bắc Nam,567,55
23102,Lương Ngọc Quyến,567,55
23103,3 tháng 2,567,55
23104,Phủ Liễn,567,55
23105,Lê Quý Đôn,567,55
23106,Bến Tượng,567,55
23107,Z115,567,55
23108,Chu Văn An,567,55
23110,Phùng Chí Kiên,567,55
23112,Bến Xe Khách Thái Nguyên,567,55
23113,Công Viên Sông Cầu,567,55
23114,Ga Thái Nguyên,567,55
23115,Trưng Vương,567,55
23116,SVĐ Quán Triều,567,55
23117,Dương Tự Minh,567,55
23118,Tỉnh Lộ 253,567,55
23119,Trường Đại Học Kỹ Thuật Công Nghiệp,567,55
23120,Ga Lưu Xá‎,567,55
23121,Thống Nhất,567,55
23122,Trường Cao Đẳng Kinh tế,567,55
23123,UBND Tỉnh,567,55
23124,Quyết Thắng,567,55
23125,Lương Thế Vinh,567,55
23126,Đại Học Sư Phạm Thái Nguyên,567,55
23127,Nhà Máy Bia VICCOBA,567,55
23128,Cao Đẳng Sư Phạm Thái Nguyên,567,55
23129,Bệnh Viện Đa Khoa Trung Ương,567,55
23130,Bến Oánh,567,55
23131,Ao Cá Bác Hồ,567,55
23132,Thống Nhất,511,55
23133,Chợ Túc Duyên,567,55
23134,Trường THCS Nha Trang,567,55
23135,Hồ Núi Cốc,567,55
23136,Quảng Trường Sông Công,511,55
23137,Hồ Gia Sàng,567,55
23138,Siêu Thị TNG Thống Nhất,567,55
23139,Trường Cao Đẳng Văn Hóa Nghệ Thuật Việt Bắc,567,55
23140,Chợ Đán,567,55
23141,Sân Vận Động Thái Nguyên,567,55
23142,Ga Quán Triều‎,567,55
23143,Kho Bạc Nhà Nước,567,55
23144,Quốc Lộ 3,437,55
23145,Dốc Quán Vã,437,55
23146,Chùa Hang,193,55
23147,Quốc Lộ 1,193,55
23148,Thị Trấn Chợ Chu,179,55
23149,Tỉnh Lộ 261,159,55
23150,Đồng Khốc,159,55
23151,Quốc Lộ 3,442,55
23152,Quốc lộ 37,159,55
23153,Hồ Núi Cốc - Thái Nguyên,159,55
23154,253,159,55
23155,An Cư,228,25
23156,Nguyễn Văn Linh,228,25
23157,Bạch Đằng,228,25
23158,Lê Văn Tám,228,25
23159,19 Tháng 5,228,25
23160,Quốc lộ 2,228,25
23161,Nguyễn Huệ,228,25
23162,20 Tháng 8,228,25
23163,19-Thg5,228,25
23164,Lê Quý Đôn,228,25
23165,Nguyễn Thái Học,228,25
23166,Hải Thượng Lãn Ông,228,25
23167,Quốc Lộ 4C,228,25
23168,Lý Thường Kiệt,228,25
23169,Tổ 10,228,25
23170,Ngô Quyền,228,25
23171,Trường CĐSP Hà Giang,228,25
23172,Trần Hưng Đạo,228,25
23173,Lý Tự Trọng,228,25
23174,Chợ Hà Giang,228,25
23175,Yết Kiêu,228,25
23176,Lê Hồng Phong,228,25
23177,Trần Phú,228,25
23178,Hoàng Hoa Thám,228,25
23179,Cầu Treo,228,25
23180,Tổ 1,228,25
23181,Công viên nước Hà Giang,228,25
23182,Quảng Trường 26/3,228,25
23183,Trường Chuyên Hà Giang,228,25
23184,Sân vận động Hà Giang,228,25
23185,Nguyễn Trãi,228,25
23186,Cầu Yên Biên 2,228,25
23187,Minh Khai,228,25
23188,Cầu Yên Biên,228,25
23189,Quốc lộ 2,40,25
23190,Cầu Suối Tiên,228,25
23191,Hạnh Phúc,195,25
23192,Đồng Văn,195,25
23193,Lũng Cú,195,25
23194,Phố Cổ,195,25
23195,Lâm Đồng,263,25
23196,Làng Giang,263,25
23197,Hạnh Phúc,360,25
23198,Quốc Lộ 4B,360,25
23199,Quốc Lộ 4C,469,25
23200,Quốc lộ 2,664,25
23201,Thị trấn Cốc Pài,687,25
23202,Nấm Dẩn,687,25
23203,Trường Chinh,700,25
23204,Hạnh Phúc,700,25
23205,Đội Cấn,686,15
23206,Bình Giã,686,15
23207,3 tháng 2,686,15
23208,Bến Nôm,686,15
23209,30 Tháng 4,686,15
23210,Cô Bắc,686,15
23212,Bà Huyện Thanh Quan,686,15
23213,Chu Mạnh Trinh,686,15
23214,Đô Lương,686,15
23215,Ba Cu,686,15
23216,Đinh Tiên Hoàng,686,15
23217,Số 44,686,15
23218,Cô Giang,686,15
23219,Bến Tàu,686,15
23220,Bạch Đằng,686,15
23222,Đồng Khởi,686,15
23223,Hoàng Hoa Thám,686,15
23224,28-Thg4,686,15
23225,Hàn Mặc Tử,686,15
23226,Hải Đăng,686,15
23227,số 51B,686,15
23228,Hùng Vương,686,15
23229,Hoàng Văn Thụ,686,15
23230,Huyền Trân Công Chúa,686,15
23231,Ký Con,686,15
23233,Lê Lai,686,15
23234,Hạ Long,686,15
23235,Hoàng Diệu,686,15
23236,Lê Ngọc Hân,686,15
23237,Long Sơn,686,15
23238,Lưu Chí Hiếu,686,15
23239,Lê Quang Định,686,15
23240,Mạc Đĩnh Chi,686,15
23241,Lê Thành Duy,686,15
23242,Hải Thượng Lãn Ông,686,15
23243,Lê Quý Đôn,686,15
23244,Nam Kỳ Khởi Nghĩa,686,15
23245,Ngô Đức Kế,686,15
23246,Bà Triệu,686,15
23247,Lê Văn Lộc,686,15
23248,Lương Thế Vinh,686,15
23249,Lê Lợi,686,15
23250,Nguyễn Bỉnh Khiêm,686,15
23252,Khu Tái Định Cư Bến Đình,686,15
23253,Nguyễn Hữu Cảnh,686,15
23254,Lý Thường Kiệt,686,15
23255,Nguyễn Lương Bằng,686,15
23256,Nguyễn Thái Học,686,15
23257,Nguyễn Công Trứ,686,15
23258,Lương Văn Can,686,15
23259,Nguyễn Thiện Thuật,686,15
23260,Nguyễn Biểu,686,15
23261,Nguyễn Trãi,686,15
23262,Nguyễn Thanh Đằng,686,15
23263,Nguyễn Trường Tộ,686,15
23264,Nguyễn Văn Trỗi,686,15
23265,Nguyễn Tri Phương,686,15
23266,Phạm Văn Nghị,686,15
23267,Quang Trung,686,15
23268,Nguyễn Kim,686,15
23269,Ông Ích Khiêm,686,15
23270,Quốc Lộ 51,686,15
23271,Nguyễn Văn Cừ,686,15
23272,Thi Sách,686,15
23273,Phan Chu Trinh,686,15
23274,Lý Tự Trọng,686,15
23275,Phó Đức Chính,686,15
23276,Thống Nhất Mới,686,15
23277,Phùng Khắc Khoan,686,15
23278,Thống Nhất,686,15
23279,Thuỳ Vân,686,15
23280,Tô Hiến Thành,686,15
23281,Phan Bội Châu,686,15
23282,Phan Văn Trị,686,15
23283,Tôn Thất Tùng,686,15
23284,Phạm Hồng Thái,686,15
23285,Trần Cao Vân,686,15
23286,Nguyễn Du,686,15
23287,Trần Đồng,686,15
23288,Trần Hưng Đạo,686,15
23289,Trần Nguyên Hãn,686,15
23290,Trưng Nhị,686,15
23291,Trưng Trắc,686,15
23292,Tuệ Tĩnh,686,15
23293,Tú Xương,686,15
23294,Trần Phú,686,15
23295,Vi Ba,686,15
23297,Trương Văn Bang,686,15
23298,Võ Thị Sáu,686,15
23299,Xô Viết Nghệ Tĩnh,686,15
23300,Trần Quý Cáp,686,15
23301,Yên Bái,686,15
23302,Trương Vĩnh Ký,686,15
23303,Bãi Trước,686,15
23304,Trương Công Định,686,15
23305,Trương Định,686,15
